altitude,mach,tra,bpr_ts,bleed_fraction,timestamp,T2,P2,W_inlet,T24,P15,T30,P30,T4,T50,epr,Ps30,BPR,farB,Nf,Nc,NRf,NRc,phi,htBleed,W31,W32,W_bleed,Nf_dmd,PCNfR_dmd,thrust_approx,sfc,wf
1547.9120971119266,0.16508713585381252,96.71854188614067,0.20678112654447456,0.03658442282406238,2026-08-04T16:59:26.952788,515.946950876291,14.068097547238011,781.6957755462108,592.1758056078327,20.470122463888277,1418.226204437729,315.7428668527076,3108.835450653141,1738.5105698626166,22.443892345251573,299.95572351007223,0.14174133979344897,0.029179635471535164,3828.6261053273774,10709.38051680884,3838.7161128648736,10737.604147731212,0.01230240940815001,347.6737689775755,7.428940195493229,4.727507397132055,4.941517986301762,3828.6261053273774,3838.7161128648736,10089.509753044733,1.3166785640670586,3.690178114938756
877.7568795041046,0.18062261024193244,99.60586962506625,0.25437210816878514,0.031881919739023754,2026-08-04T16:59:30.600093,518.9036268454989,14.472502983185622,799.4394922176465,599.4580937473427,21.776754302138823,1398.3495712118245,306.70075447032485,3129.2767610256146,1749.524383818351,21.191963465245404,291.3657167468086,0.1659180796033953,0.029901467406266563,3873.3114703924703,10848.569150696278,3872.439428484002,10846.126691054538,0.013976737009770132,342.47863558485966,7.994329697690698,5.087300716712263,4.634083232528525,3873.3114703924703,3872.439428484002,11015.608085593325,1.330878066282467,4.0723419966333205
1717.1958398227648,0.1606207132570832,93.7091232154167,0.17577359126959144,0.02489709494387432,2026-08-04T16:59:33.320109,515.1908421784818,13.966484312207117,777.2267051680021,588.7513610127542,20.010904945368548,1400.4809512825184,301.71640468012885,3055.884353594497,1705.8262990416445,21.602888596410757,286.6305844461224,0.1244733620381876,0.02842728080385418,3782.0512152925357,9667.229015031502,3794.8000955372686,9699.816184796073,0.01207228310409305,343.0351116354375,7.155099453627435,4.553245106853823,3.238930735087737,3782.0512152925357,3794.8000955372686,9056.050111506953,1.3755476028541958,3.4602855617252395
1394.736058118728,0.21996585013776626,94.2508176751413,0.2175038985111681,0.034913500013206,2026-08-04T16:59:35.597004,518.6671831385696,14.363461992478825,793.5211254766436,592.4627830417576,20.547931502025012,1414.2642878565314,312.53787305135,3074.1189965130575,1717.5440703096233,21.75922999726702,296.9109793987825,0.1474292679950406,0.02856270441878533,3790.4346815545055,9780.330699320657,3790.4449743926775,9780.357257583657,0.012482273382630268,346.63724875728917,7.626606253930335,4.85329488886476,4.841300319042068,3790.4346815545055,3790.4449743926775,10277.397836497037,1.2981930510849917,3.7061240151601065
188.35469577529906,0.2708145894147032,98.12122961187059,0.29324052507363524,0.021689617913541438,2026-08-04T16:59:37.259025,525.5963521732,15.272165874868822,832.3923063167307,604.4703723403543,22.630361681536133,1455.8055735124733,352.39515956807764,3157.397488865272,1769.8475441718283,23.074340761840663,334.7754015896737,0.18368526843207295,0.02953030740296765,3850.334625718586,10242.766168343443,3824.880474402022,10175.052334276219,0.013062335530124302,357.5297932778134,8.694689001024914,5.532983909743128,3.428808769260031,3850.334625718586,3824.880474402022,13275.464435422891,1.185842884717551,4.372948622796427
1951.244703273512,0.15706321886585514,95.0576231474274,0.20439602282361014,0.03548835668897567,2026-08-04T16:59:38.832985,514.2362167621234,13.83593205953775,771.4202849829575,589.0937569342783,19.995794558494758,1407.0533960236787,305.19082204387564,3078.5193115372895,1719.7256542090315,22.057843355301348,289.93128094168185,0.14045664828085203,0.028764405786856854,3802.921105100949,9816.564709575901,3819.280453430479,9858.793458751876,0.012346073030039224,344.7520026104613,7.31309595787878,4.653788336831951,4.71872287007106,3802.921105100949,3819.280453430479,9701.672659471882,1.3282499232681013,3.5795127681988235
1522.2794039807059,0.18268393551371664,97.36573093115733,0.2819595153035089,0.03179970444486027,2026-08-04T16:59:40.345483,516.6670316581441,14.144283597365344,784.6714670092986,594.5245620585898,20.920392065017474,1430.504174692226,325.0302801157529,3127.105372650786,1750.1827053214715,22.97962126383667,308.7787661099652,0.17870629546064798,0.02934143273278933,3838.64224528711,10764.070529163615,3846.075699655741,10784.914937677459,0.013091915830060549,350.88908275103694,8.091598526057716,5.149199062036729,4.678371665729134,3838.64224528711,3846.075699655741,11849.966927756432,1.2281063994862274,4.042505616021617
1572.1286105539077,0.3325961543972876,94.59709464453591,0.25873452485128534,0.02221500636792803,2026-08-04T16:59:41.761930,524.4145762647746,14.90537757798988,813.9236412422619,602.2608154754117,22.20796690282585,1449.8794180871344,342.97154699467677,3107.789188628597,1739.835161447313,23.009920090929324,325.82296964494293,0.1679988855758473,0.028649273661133977,3795.7937935743935,10039.340827931346,3774.9464789641147,9984.202612290128,0.012236879434426057,355.9726047268413,8.178318914308576,5.204384763650912,3.3032983047329325,3795.7937935743935,3774.9464789641147,12488.111163437003,1.149365411597778,3.9870563965118273
256.2272653510918,0.11214232246173952,92.154951418127,0.11174373633002994,0.021590111261847404,2026-08-04T16:59:43.054907,519.0585027971892,14.587338750019901,806.0862683850287,600.851176076335,22.78185214824904,1441.4521494603478,347.3637538514309,3069.6525059292767,1716.562245440372,23.812688510504152,329.99556615885933,0.08471043112775455,0.028038737854531755,3757.9982706962264,9908.207182959048,3756.591621805214,9904.4984615489,0.010071330603765785,353.76008711255963,6.9699494680091885,4.43542238873312,2.736036081886773,3757.9982706962264,3756.591621805214,8907.087315118324,1.3432651524722268,3.323494444562737
900.7718757911342,0.21519240130989153,97.45203842781011,0.18581977429385138,0.03501672666872925,2026-08-04T16:59:44.434049,520.2316426787401,14.602895764640635,804.3393505426831,596.829613196832,21.214890793330703,1424.0528962582978,324.5680497529638,3122.9237729818096,1747.2861512873008,22.22627997789801,308.3396472653156,0.1302038141644443,0.029363009606952522,3839.9779724176988,10109.292342431894,3834.2101759225834,10094.107791541343,0.012129217738898839,349.1990525894869,7.480613604216245,4.760390475410338,4.762665488967597,3839.9779724176988,3834.2101759225834,10076.601462518156,1.336135743708772,3.7399187192162766
