altitude,mach,tra,bpr_ts,bleed_fraction,regime
1547.9120971119266,0.15680968044619423,97.44762155907817,0.26095287149936036,0.03336805923580943,takeoff
877.7568795041046,0.23864619675395868,99.6750973243421,0.1774956758060349,0.029421924122862653,takeoff
1717.1958398227648,0.11595431402604384,93.25825358138152,0.15766562078604882,0.03130472212962378,takeoff
1394.736058118728,0.3069077929981455,93.70459706034869,0.2364991007949951,0.03529997714832051,takeoff
188.35469577529906,0.2579160997805162,94.69555811275808,0.12795049672186196,0.03269436640001182,takeoff
1951.244703273512,0.28952193502134344,91.89471359084285,0.13998164049502165,0.031071588013159915,takeoff
1522.2794039807059,0.1886314920324671,91.29921505335471,0.1014724539502011,0.03118414321490827,takeoff
1572.1286105539077,0.3426745060987258,94.75704926225934,0.25738487550042766,0.026079001961252245,takeoff
256.2272653510918,0.3232802803305494,92.26909349050884,0.23297017131840642,0.02061635669135879,takeoff
900.7718757911342,0.29459587426844047,96.69813994682511,0.24103307572526703,0.02873434778464725,takeoff
741.5960484651624,0.1486596769629919,94.37151918872331,0.25614580620439353,0.024291693456390585,takeoff
1853.5299776972035,0.21668025093175852,98.32678196057837,0.19178315510766797,0.028170572874492726,takeoff
1287.730240161329,0.1109509414468072,97.0026510200225,0.21374823919057873,0.037068061465363324,takeoff
1645.52322654166,0.13857237301688696,93.12366641382042,0.1279593996255315,0.024678789717306814,takeoff
886.8283976546622,0.27076223831061363,98.32259801395202,0.1229060147071947,0.021166054833781322,takeoff
8471.82951650592,0.5890847779356665,92.84921426138564,0.20456077420593952,0.050167202791194354,climb
8752.656428633723,0.5085437831660171,91.37779294752815,0.39171184264828907,0.038437013515170246,climb
17224.079838718586,0.42629497579483033,90.79194433926405,0.29646068738858006,0.04978267904075705,climb
14811.739503849401,0.4354017706361546,86.48139559662656,0.3565470454500573,0.05180983842860648,climb
20029.658809447512,0.6885692993648543,89.40963261053665,0.21654599998448773,0.05305942475752971,climb
17279.211427529914,0.672574207212282,88.76146953369104,0.29733166616763207,0.0332322283786769,climb
11346.897813121623,0.6099121401432248,89.7476990233223,0.2981413988709042,0.05748035535412824,climb
20722.468847318796,0.47976098843785586,81.26666481709833,0.3875652909949966,0.036906419726846426,climb
5840.37715787719,0.6907529132043171,86.23711103255914,0.3143456104752151,0.03112237668528539,climb
2522.3776820787907,0.6336252711897383,80.62421260792838,0.29469788021139076,0.046645574081744495,climb
4071.10079783976,0.6150670567476987,87.40986228866778,0.25339513261837876,0.04112766851587316,climb
18614.265063718358,0.5348084506431365,84.94791818499178,0.26631379946851047,0.054893692293972396,climb
12623.17629578191,0.48167246855354773,82.1678628329907,0.3041344804943076,0.05424754416192905,climb
5709.250917772841,0.42891728864604983,81.55104451583827,0.28778229206100936,0.03951416678468146,climb
13524.02982737736,0.6707807189631525,88.81466858266567,0.2043224159760661,0.05858698185209235,climb
5503.178362402874,0.5367328869500834,82.55889452805329,0.3652583848388716,0.03872753514420356,climb
18015.36862678793,0.4607090094385691,93.87680177565196,0.3792321543679534,0.04545171387695143,climb
12261.594338202705,0.49178698724519576,88.71591709550593,0.22804981779972217,0.03767895271702808,climb
10763.488200219097,0.5737658706825688,85.20304706802256,0.3108072287078099,0.0580813071014689,climb
8934.77805040116,0.4530318348817695,88.86373237222125,0.2217151482270887,0.034938234527460546,climb
25763.480529669592,0.8666107257361766,83.87212643968041,0.4303862051159948,0.05574521827328113,cruise
32396.650020051646,0.8957739639091451,70.37289237079385,0.47349812635046495,0.05271964387808198,cruise
41870.38458894923,0.8251111779303514,78.32797063490237,0.39077937641525995,0.060181049480889204,cruise
40158.51352633354,0.7715846253826876,79.50962667521628,0.34956791259027165,0.07500019768938435,cruise
37726.336330768136,0.7520904431562302,71.5884610562613,0.3473324725995162,0.07404526507288825,cruise
40143.472344934926,0.7844484044998283,72.1050939559587,0.44920285604868926,0.041739002480511676,cruise
40188.59287486367,0.7697733326679782,76.28671478974456,0.4633137526847821,0.047259936383860966,cruise
33820.59212656964,0.8516488010419286,84.49347868214772,0.321055615970825,0.04946979484417584,cruise
30370.79388112348,0.7682748756942797,78.9406382985156,0.3133117713910356,0.049975503033288474,cruise
38124.2113458868,0.825949489743095,83.99534832400317,0.41888673275129035,0.06284930606971091,cruise
36248.24147385194,0.854139365346433,82.06541373419456,0.32923464883853965,0.05665049702812769,cruise
31352.18139085307,0.8371674913831354,77.01072402332937,0.4649328380912683,0.04197016479710376,cruise
26605.93335704576,0.7799663477490086,81.77145173878282,0.3620669347848149,0.05494456553838287,cruise
37695.423392933444,0.8706186789273395,70.26755175965482,0.32877438659422853,0.06095011794870549,cruise
29461.8287706887,0.8573110694423702,71.63715995148603,0.48419409449749007,0.04406687611614864,cruise
40925.82355907425,0.8608476005873313,82.44142922324104,0.3331063445470556,0.07333834215154239,cruise
29096.49977509664,0.769658662733597,81.95225632487742,0.3569440164675871,0.04207847465860417,cruise
27086.884850995262,0.7685630705475517,73.48961112949651,0.33072267903841174,0.07699367476072248,cruise
39128.91542612341,0.8891343826509761,77.9615438589858,0.323098012733071,0.04396452566319502,cruise
27605.833382616398,0.8096367290737411,79.09023731050016,0.304229603267288,0.0737429980639101,cruise
28047.561238681563,0.795142303767141,83.01608430664017,0.311079081832852,0.07610612575710468,cruise
35189.50745585434,0.82328760680273,79.04660736008088,0.3349282941871705,0.0791828272234637,cruise
39867.5546942369,0.8494296319145374,76.1885735391052,0.31067638652543506,0.07208103521094375,cruise
28339.389317147747,0.8933434885570455,75.61276065110773,0.41822876322219427,0.07117910163085316,cruise
30275.50243930161,0.7929669340323082,76.38823129560265,0.4361429053599013,0.06569933103982191,cruise
20579.927091562582,1.4525873405601022,98.0808285001206,0.07216750588132875,0.01603854782884983,combat
7691.044168262942,1.6043918279470775,95.85645652046395,0.19041911950636164,0.028368837910311084,combat
15721.360718952747,1.3327222760657402,97.82475305736222,0.115685605579813,0.025625880708630318,combat
15284.45740380829,1.432917629267621,97.86215257016924,0.10749797341661149,0.01221176821992221,combat
22151.442882451152,1.0881556141824618,97.32992576490614,0.15945285630160672,0.029940693156751456,combat
14255.987311870318,1.5348931623102908,97.61315887756561,0.132948959787935,0.027584000486154905,combat
12701.789922007069,1.0024045931257184,98.81961695003294,0.19042099802576934,0.01567816875728078,combat
17791.265424742203,1.4947981288184984,98.99622358256033,0.16704522408640884,0.026737931593218765,combat
10329.266350016922,1.660719068325894,97.46076607787714,0.12190543461868107,0.012128390637427657,combat
7795.368219079137,0.932102837301544,97.99796720761306,0.10645392102212395,0.02998209460948477,combat
14557.545480474915,1.4143797405419198,99.65618117845051,0.19799473173864834,0.023313694722130737,combat
13337.7873718977,0.8950957482299347,95.59866794250561,0.15766403540054652,0.023002500311175938,combat
9651.398810577473,1.5257156282714268,95.58551782950055,0.19267919900057617,0.011808814539682655,combat
12350.23620230256,0.8844932188235203,95.43854505955385,0.06777178658255621,0.0279406679779325,combat
12327.848996524948,1.735939822700626,98.28931642520264,0.17758005187861742,0.01057999006408939,combat
